0,0,0,0,76393,0,0,0,0,0,12794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14952,0,0,0,0,45217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27472,0,0,0,0,0,0,0,0,0,0,16709,0,0,0,0,0,0,0,0,0,0,0,0,1.1926e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26305,0,0,17276,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3873.8,1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17214,0,0,0,0,0,0,0,0,8861.7,0,0,0,0,0,0,26482,0,9265.6,0,0,21370,0,0,0,0,0,0,0,10615,0,0,0,38470,0,0,0,0,0,29940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9115.2,0,0,0,1.5654e+05,0,0,0,0,0,26217,0,0,24608,0,47959,22665,0,0,0,0,0,96669,0,64957,0,0,0,1352,0,0,0,5397.9,0,0,0,79712,0,0,0,3779.3,0,0,0,0,0,18863,30637,1.9926e+05,10083,0,0,92652,0,0,0,0,0,0,0,0,0,0,0,0,1.0935e+05,0,1.1504e+05,0,0,0,0,0,0,56292,0,0,0,0,0,0,1.6822e+05,0,58858,0,34239,1.3575e+05,0,15594,11568,0,0,0,11264,67429,0,0,0,2.4437e+05,0,26847,0,0,10787,1.9019e+05,0,0,63129,0,0,0,3451.9,0,0,5824.2,0,0,0,0,46557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53900,1526.8,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,9403.5,3388.7,0,0,0,0,0,0,0,36941,0,0,0,0,0,0,0,0,0,0,0,0,0,30461,0,0,0,0,0,0,0,0,0,0,11708,76144,0,0,0,35406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13084,51876,0,0,0,0,0,0,0,0,0,0,0,93384,0,0,0,0,0,0,0,0,24124,0,0,0,0,0,0,0,0,0,0,0,17791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.5332e+05,0,3.4733e+05,0,0,32118,1.4628e+05,17336,0,1.7609e+05,7.286e+05,0,0,6.8388e+05,2.4644e+05,1.3328e+06,6.299e+05,0,0,0,0,0,2.6866e+06,0,1.8052e+06,1.8812e+05,3.4302e+05,2.1995e+05,37574,1.0654e+05,71631,27629,1.5001e+05,6.5052e+05,0,1.2684e+05,2.2153e+06,0,0,36809,0,0,0,21815,85633,1.4448e+05,5.2421e+05,8.5145e+05,5.5377e+06,2.8023e+05,45704,0,2.5749e+06,1.3969e+05,65029,0,0,72914,53814,48051,1550,20359,2.2049e+05,82488,0,3.0389e+06,0,3.197e+06,29504,0,0,0,1.2828e+05,12793,1.5644e+06,0,3.7699e+05,29780,0,0,29693,4.675e+06,99975,1.6357e+06,6.8269e+05,9.5154e+05,3.7727e+06,1.8405e+05,4.3337e+05,3.2149e+05,0,0,1.2266e+05,3.1304e+05,1.8739e+06,0,52936,73491,6.7915e+06,0,7.4612e+05,42498,0,2.9977e+05,5.2856e+06,45550,0,1.7544e+06,0,27660,0,95933,79646,0,1.6186e+05,1.2993e+05,0,0,0,1.2939e+06,5.0814e+05,1.9343e+05,0,82523,64352,4.1508e+05,88036,0,1.5017e+05,0,1.0005e+05,0,0,0,0,0,19255,1.498e+06,42432,0,9.8383e+05,26968,65945,0,1.0011e+05
0,0,13861,0,0,0,0,0,0,0,0,0,0,27291,0,53189,25137,0,0,0,0,0,1.0721e+05,0,72041,7507.3,13689,0,0,0,0,0,0,25960,0,0,88405,0,0,0,0,0,0,0,0,0,20920,0,2.2099e+05,11183,0,10404,1.0276e+05,0,0,0,0,0,0,0,0,0,0,0,0,1.2127e+05,0,0,0,0,0,0,0,0,62431,0,15044,0,0,0,0,1.8656e+05,0,0,27244,0,1.5056e+05,0,17294,0,0,0,0,0,74783,0,0,0,2.7102e+05,2297.5,0,0,0,0,2.1093e+05,1817.8,0,0,0,0,0,0,3178.4,0,0,0,0,0,0,0,20278,0,0,0,0,16565,0,0,0,0,0,6283.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,79837,0,0,0,0,0,0,0,0,0,0,24460,0,0,0,0,0,0,49304,0,0,0,0,0,0,0,0,0,2753.1,0,0,0,40655,0,0,0,0,0,0,0,0,0,0,0,1.0163e+05,0,0,0,47255,0,0,0,0,0,0,0,0,0,0,0,0,55770,0,58671,0,0,0,0,0,0,28711,0,0,0,0,0,0,85796,0,0,0,0,0,0,0,0,0,0,0,0,34391,0,0,0,1.2464e+05,0,0,0,0,5501.4,97001,0,0,32198,0,0,0,0,0,0,0,0,0,0,0,23745,0,0,0,0,0,7617.6,0,0,0,0,0,0,0,0,0,0,0,27491,0,0,18055,0,0,0,0
7076,0,0,0,1.2152e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75044,0,50426,0,0,6143.8,0,0,0,0,0,0,0,0,0,0,0,0,2933.8,0,0,0,0,0,0,23784,1.5468e+05,0,0,0,71925,0,1816.4,5758.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3583.3,0,43699,0,10530,0,0,0,0,1.3059e+05,0,45691,0,26579,1.0538e+05,0,0,8980.3,0,0,0,8744,0,0,0,0,0,0,0,0,0,0,1.4764e+05,1272.4,5586.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5403,0,2305.1,0,0,0,0,0,0,0,4398.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4799.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12133,0,0,0,0,0,9442.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,27931,0,3.4984e+05,0,0,0,0,0,0,0,5252,54995,19818,1.0718e+05,50655,0,0,0,0,0,2.1604e+05,0,1.4517e+05,0,27584,0,0,8567.8,0,0,0,0,0,10200,1.7815e+05,0,0,0,0,0,0,0,0,0,42156,68471,4.4532e+05,0,0,20966,2.0707e+05,0,5229.4,16577,0,0,0,0,0,0,17731,6633.4,1864.3,2.4438e+05,0,2.5709e+05,0,0,0,0,0,1028.8,1.2581e+05,0,30316,0,0,1997,0,3.7595e+05,8039.7,1.3154e+05,54900,76520,3.0339e+05,0,0,25854,0,0,0,25173,1.507e+05,0,0,0,5.4615e+05,0,60000,0,0,24107,4.2505e+05,0,16084,1.4109e+05,0,0,0,0,0,0,13016,0,0,0,0,1.0405e+05,40863,0,0,0,0,33380,0,0,12076,0,0,0,0,0,0,0,0,1.2046e+05,0,0,79116,0,0,0,0
